4.94 	23.92 	0	0	0	4.2 	0	0	0	0	0	1	5.86 	12	12
5.30 	27.58 	1	1	0	3.6 	0	0	0	1	0	0	5.01 	12	12
6.17 	30.33 	1	1	1	3.3 	0	0	0	0	1	0	5.86 	16	16
5.30 	23.00 	0	0	0	3.2 	550	0	0	0	0	0	5.86 	12	12
4.79 	28.75 	1	1	0	3.2 	850	0	0	0	1	0	5.52 	12	12
5.56 	28.25 	1	1	0	3.8 	0	0	0	1	0	0	5.52 	12	9
5.56 	23.92 	0	0	0	4.3 	780	0	0	0	1	0	5.86 	14	12
5.44 	27.08 	1	1	1	4.3 	0	0	0	1	0	0	5.86 	6	12
5.52 	28.75 	1	1	0	3.9 	700	2	0	0	1	0	5.01 	6	9
5.74 	24.92 	0	0	1	3.8 	0	0	0	0	1	0	6.11 	16	16
5.98 	29.33 	1	1	1	3.9 	0	1	0	0	1	0	6.91 	16	14
6.04 	29.00 	1	0	0	3.5 	0	0	0	0	0	0	6.40 	16	16
5.48 	26.08 	0	0	1	3.5 	0	0	1	0	0	1	6.40 	16	20
6.21 	28.17 	1	1	1	3.8 	0	0	0	1	0	0	5.52 	12	12
5.48 	29.17 	1	1	1	3.5 	0	2	0	0	1	0	6.11 	12	12
5.06 	27.25 	0	0	1	2.7 	630	0	0	0	0	0	5.52 	16	16
5.44 	29.33 	1	1	0	3.7 	850	0	0	0	0	0	6.11 	16	14
4.87 	24.50 	1	1	0	3.9 	0	0	0	0	0	0	5.52 	12	12
5.30 	26.17 	1	1	0	3.8 	0	0	0	0	0	0	0.00 	9	9
5.01 	27.33 	1	1	1	3.7 	0	0	0	0	1	0	6.11 	20	12
5.26 	23.00 	0	0	1	4.3 	305	0	0	0	0	0	6.11 	12	6
5.30 	23.00 	0	0	0	4.4 	0	0	0	0	0	1	5.52 	12	12
5.99 	23.92 	0	0	0	3.5 	0	0	0	0	0	0	6.40 	12	16
5.01 	27.33 	0	0	1	2.9 	650	0	0	0	1	0	6.11 	12	6
5.30 	27.17 	1	1	1	3.8 	0	0	0	0	0	0	5.01 	9	9
4.99 	23.42 	0	0	0	4.0 	0	0	0	0	0	0	5.86 	20	12
5.62 	29.58 	1	1	0	4.0 	845	0	0	1	0	0	5.01 	12	12
5.83 	27.25 	1	1	0	3.8 	0	0	1	0	0	0	5.01 	9	9
5.01 	22.25 	0	0	1	4.0 	0	0	0	0	1	0	5.52 	12	12
5.60 	26.33 	0	0	1	3.1 	895	0	1	1	0	1	5.86 	12	12
5.93 	31.17 	1	1	1	3.2 	0	0	0	1	0	0	6.40 	16	16
5.80 	28.67 	1	1	1	3.4 	830	0	0	0	1	0	5.86 	12	12
5.99 	28.58 	1	0	0	3.7 	915	0	0	1	0	0	6.68 	16	16
4.79 	23.08 	0	0	0	4.0 	0	0	0	0	0	0	6.11 	12	12
5.12 	22.25 	0	0	1	3.8 	0	0	0	0	0	0	6.11 	14	12
5.30 	26.33 	1	0	0	3.0 	700	0	0	0	0	0	5.52 	12	12
4.79 	27.58 	1	1	0	3.6 	0	0	0	0	0	0	5.86 	6	9
5.77 	25.50 	0	0	1	3.8 	950	2	1	0	0	1	6.91 	14	14
5.76 	29.50 	1	1	1	3.5 	0	1	0	0	1	0	5.86 	16	12
5.70 	26.25 	0	0	1	3.4 	930	0	1	0	0	0	6.40 	12	12
5.08 	24.83 	0	0	0	3.0 	0	0	0	0	0	0	6.11 	9	12
5.44 	26.75 	1	0	0	3.8 	0	0	0	0	0	0	0.00 	12	12
5.14 	25.83 	1	1	0	4.0 	750	0	0	0	0	0	6.40 	16	12
5.14 	27.92 	1	1	0	3.9 	0	0	0	0	1	0	6.11 	9	9
5.70 	31.08 	1	1	1	2.8 	0	0	0	0	1	0	5.52 	12	9
5.74 	29.08 	1	1	1	3.2 	0	0	0	1	0	0	6.11 	16	16
4.87 	28.42 	1	1	0	4.2 	750	1	0	0	1	0	5.52 	9	9
5.25 	25.83 	1	1	1	3.8 	0	0	0	0	1	0	6.68 	20	16
4.83 	23.58 	0	0	0	3.3 	400	0	1	1	0	0	5.86 	6	6
5.86 	29.67 	1	1	1	3.9 	990	1	0	0	0	0	5.86 	9	9
5.52 	22.33 	0	0	0	4.0 	0	0	1	0	0	0	6.40 	12	12
5.70 	26.25 	1	0	1	4.0 	900	0	0	0	0	0	6.68 	20	20
5.35 	28.17 	0	0	1	3.3 	0	0	0	0	0	0	6.11 	16	16
5.14 	23.08 	0	0	0	4.0 	0	0	0	0	0	0	5.52 	16	12
5.67 	28.83 	1	1	1	3.1 	700	0	0	0	1	0	6.40 	16	16
5.60 	31.08 	1	1	1	3.4 	815	0	0	0	0	0	5.52 	20	12
5.11 	28.42 	1	1	0	3.6 	400	0	0	0	1	0	6.40 	6	9
5.76 	29.00 	1	1	0	3.8 	0	2	0	0	1	0	0.00 	12	12
5.30 	26.33 	0	0	0	4.2 	700	0	0	0	0	0	6.68 	16	12
5.86 	24.33 	0	0	1	3.3 	0	0	0	0	0	0	6.91 	16	16
5.39 	23.08 	0	0	1	4.3 	0	0	0	0	0	0	5.52 	12	12
4.79 	26.00 	0	0	1	3.9 	0	0	0	0	0	0	6.40 	16	12
5.19 	24.67 	1	1	0	3.9 	0	0	1	0	0	0	5.86 	9	9
5.30 	29.42 	1	1	1	4.0 	740	1	0	0	0	0	6.68 	16	16
5.01 	27.42 	1	1	0	3.2 	0	0	0	0	0	0	5.52 	9	9
4.87 	24.25 	0	0	0	4.3 	0	0	0	0	0	1	5.86 	16	16
5.83 	28.92 	1	1	1	3.2 	0	0	1	0	1	0	6.91 	16	16
5.30 	26.92 	1	1	0	4.0 	730	1	0	0	0	1	5.01 	12	12
5.24 	24.75 	0	0	0	4.0 	690	0	0	0	0	0	5.86 	12	14
5.48 	23.83 	0	0	0	4.2 	0	0	0	0	1	0	6.11 	6	6
5.30 	29.00 	1	1	1	3.6 	0	0	0	0	0	0	6.11 	6	6
6.21 	29.50 	1	1	0	3.0 	0	0	0	0	0	0	6.68 	12	9
5.08 	24.00 	0	0	0	4.3 	400	1	0	0	0	0	4.61 	12	12
5.01 	23.75 	1	1	0	3.0 	0	0	0	1	0	0	6.40 	12	12
5.16 	25.00 	0	0	0	3.3 	0	0	0	0	0	0	5.86 	12	12
5.52 	31.42 	1	1	0	3.7 	0	0	0	0	0	0	6.11 	12	12
5.30 	25.25 	0	0	1	3.9 	915	0	0	0	0	0	6.68 	20	16
5.59 	26.00 	1	1	0	4.1 	600	0	0	0	1	0	5.52 	12	12
5.70 	28.92 	1	0	1	2.6 	830	0	0	0	1	0	5.86 	12	12
5.52 	26.17 	0	0	1	3.8 	950	0	0	0	0	1	5.52 	12	12
5.30 	28.33 	1	1	0	3.5 	0	0	0	1	0	0	5.52 	12	9
5.65 	24.67 	0	0	0	3.8 	0	0	0	0	1	0	5.52 	12	12
5.60 	30.00 	1	0	0	3.8 	0	1	0	0	1	0	5.86 	12	12
5.16 	26.75 	1	1	0	4.2 	0	0	0	0	1	0	5.86 	12	12
5.30 	25.92 	0	0	0	4.1 	0	1	0	0	0	0	4.61 	20	12
5.30 	26.67 	0	0	1	3.4 	0	1	1	0	0	1	5.86 	16	16
5.30 	25.25 	0	0	0	3.8 	850	0	1	0	0	0	6.11 	16	12
5.60 	34.50 	1	1	1	3.6 	0	1	0	0	1	0	6.68 	20	12
4.98 	27.08 	1	1	0	4.3 	0	0	0	0	0	0	6.40 	12	12
5.14 	26.17 	1	1	0	3.5 	0	0	0	0	0	0	0.00 	6	6
4.87 	24.83 	0	0	0	3.8 	0	0	0	0	0	0	5.86 	12	12
5.28 	24.75 	0	0	0	4.2 	500	0	0	0	0	0	6.40 	9	9
5.08 	24.00 	0	0	0	4.1 	0	0	0	0	0	0	5.01 	9	9
5.86 	24.83 	0	0	1	3.9 	960	1	1	0	1	0	6.40 	16	12
5.19 	29.58 	1	1	0	3.0 	0	1	0	1	0	0	5.86 	12	9
4.83 	24.08 	0	0	1	3.7 	0	0	0	0	1	0	5.52 	16	12
4.79 	24.17 	0	0	0	3.8 	0	0	0	0	0	0	5.01 	9	9
5.01 	25.17 	0	0	0	4.0 	0	0	0	0	0	0	5.86 	12	9
5.30 	28.42 	1	0	0	3.3 	0	1	0	0	0	0	0.00 	12	12
5.16 	25.92 	1	0	1	4.2 	0	0	0	0	0	0	4.61 	9	12
5.30 	26.58 	1	1	1	3.5 	0	0	0	0	1	0	6.11 	12	12
5.01 	24.83 	0	0	0	4.0 	0	1	0	0	0	1	6.11 	14	12
5.30 	29.33 	1	1	1	3.4 	0	0	0	0	0	0	5.52 	12	12
5.63 	27.33 	1	1	0	3.8 	603	1	0	0	1	0	6.40 	20	12
5.08 	25.33 	1	1	0	3.6 	0	0	0	0	0	0	4.61 	6	6
5.42 	29.08 	1	1	0	4.0 	550	0	1	0	1	0	5.86 	16	12
5.01 	23.25 	0	0	1	3.9 	0	0	0	0	0	0	5.01 	12	12
5.81 	26.50 	0	0	1	4.2 	900	1	1	0	0	1	4.61 	20	14
5.19 	23.92 	1	1	0	2.7 	0	0	0	0	1	0	6.11 	12	12
5.44 	26.08 	1	1	1	4.0 	0	0	0	0	1	0	6.40 	12	9
5.30 	30.92 	0	0	0	4.2 	0	0	0	0	0	0	5.01 	16	12
4.94 	22.33 	0	0	0	3.6 	0	0	0	1	0	0	5.01 	12	12
5.19 	26.25 	0	0	0	3.8 	0	0	0	0	0	1	5.52 	16	16
5.35 	24.50 	0	0	0	4.4 	680	0	0	0	1	0	6.40 	12	12
4.79 	24.58 	0	0	0	4.2 	0	0	0	0	0	0	5.01 	6	6
5.00 	26.33 	1	1	0	3.8 	0	0	0	0	0	0	5.86 	6	6
5.52 	28.75 	1	1	1	3.6 	0	0	0	0	0	0	6.91 	16	16
5.30 	27.08 	1	1	0	3.5 	0	0	0	0	0	0	5.52 	12	12
5.39 	24.58 	0	0	0	4.0 	850	0	1	1	0	0	5.86 	12	12
5.52 	26.83 	1	1	0	3.5 	0	0	0	0	0	0	5.52 	12	9
5.67 	27.25 	1	1	0	3.5 	0	0	0	0	1	0	5.52 	16	12
5.01 	26.50 	0	0	1	4.0 	0	0	0	0	0	0	5.01 	12	12
5.44 	29.67 	1	1	1	3.0 	0	1	0	0	0	0	5.52 	16	12
5.74 	28.08 	1	1	1	4.1 	895	0	1	0	0	0	6.11 	14	12
4.79 	26.58 	0	0	1	3.5 	980	1	0	0	0	0	5.52 	12	12
5.30 	27.75 	1	1	0	3.8 	750	0	0	0	1	0	5.86 	12	12
6.21 	29.25 	1	1	1	3.6 	0	1	1	0	0	1	6.11 	20	16
5.81 	27.58 	1	1	1	3.6 	850	0	0	0	1	0	6.40 	20	16
5.48 	31.75 	0	0	0	3.0 	0	0	0	0	1	0	5.86 	12	12
5.30 	22.92 	0	0	0	3.6 	0	0	0	0	0	0	6.11 	12	16
5.35 	27.58 	1	1	1	4.0 	795	0	0	0	1	0	6.11 	12	6
5.30 	27.67 	1	1	1	3.1 	0	0	0	0	0	0	5.86 	16	16
5.70 	24.75 	1	0	1	4.0 	0	0	0	0	0	0	6.40 	14	12
5.39 	26.00 	0	0	0	3.2 	0	0	0	0	1	0	5.01 	12	14
5.25 	24.58 	0	0	0	3.7 	0	0	0	0	0	0	5.01 	6	6
5.76 	29.42 	1	0	1	3.3 	0	0	1	0	0	0	6.68 	14	14
6.55 	26.67 	0	0	1	3.2 	0	1	1	0	1	0	5.52 	6	9
5.80 	29.33 	1	1	1	3.9 	925	0	1	1	0	0	5.86 	16	12
5.48 	24.92 	0	0	1	3.8 	0	0	0	0	0	0	6.68 	20	16
5.30 	23.83 	1	0	0	3.9 	0	0	0	0	1	0	5.52 	12	12
5.39 	28.67 	1	1	0	3.0 	0	0	0	0	1	0	5.01 	6	6
4.94 	26.67 	1	1	1	3.6 	0	0	0	0	0	0	5.86 	12	12
5.08 	22.58 	0	0	1	4.3 	0	0	0	0	0	1	5.01 	12	12
5.80 	29.08 	1	1	1	3.5 	0	2	0	1	0	0	6.11 	16	12
5.42 	29.42 	1	1	0	3.9 	650	0	1	0	1	0	4.61 	6	6
5.39 	30.33 	1	1	1	3.7 	0	0	0	0	1	0	5.01 	12	9
5.30 	24.67 	1	1	1	3.1 	0	0	0	0	0	0	5.01 	12	12
5.11 	31.08 	1	1	0	2.6 	0	0	0	0	0	0	5.52 	12	12
5.60 	30.58 	1	1	1	3.6 	0	0	0	0	1	0	5.86 	16	12
5.39 	29.75 	1	1	0	3.4 	0	0	0	0	1	0	5.86 	16	12
5.67 	28.17 	1	1	0	3.8 	840	1	1	0	0	1	5.01 	12	12
5.08 	27.67 	1	1	0	2.9 	0	0	0	0	0	1	5.86 	6	6
5.19 	24.42 	0	0	0	3.7 	0	0	0	0	0	0	5.01 	12	12
5.14 	25.83 	1	1	0	4.2 	0	0	0	0	1	0	5.86 	12	12
5.01 	31.58 	1	1	1	3.8 	0	0	0	0	0	0	0.00 	16	16
5.25 	27.00 	0	0	0	3.5 	0	0	0	0	0	0	5.86 	12	12
4.94 	23.33 	0	0	0	4.5 	0	0	0	0	0	0	5.86 	12	12
5.70 	26.67 	1	1	0	3.5 	0	0	0	0	0	0	6.11 	20	12
5.39 	29.42 	1	1	0	3.2 	0	1	0	0	0	0	5.52 	12	12
4.98 	25.58 	0	0	1	3.5 	0	0	0	1	0	0	6.11 	9	6
5.19 	28.00 	1	1	0	3.3 	0	0	0	0	0	0	5.01 	6	6
5.19 	23.33 	0	0	0	3.5 	0	0	1	0	0	0	5.86 	12	12
5.25 	23.75 	0	0	0	4.1 	0	1	0	0	0	0	6.40 	12	12
5.30 	26.50 	1	1	0	3.8 	0	0	0	0	0	0	0.00 	16	12
5.30 	27.00 	1	1	0	3.7 	0	0	0	0	1	0	5.52 	12	12
5.39 	26.92 	1	1	0	3.5 	0	0	0	0	1	0	5.01 	6	9
5.44 	23.25 	0	0	0	4.0 	0	0	0	0	0	0	5.86 	12	9
4.94 	24.83 	0	0	0	3.6 	0	0	0	1	0	0	6.11 	12	12
5.52 	28.00 	1	0	0	3.0 	0	0	0	0	0	0	4.61 	9	6
5.81 	25.25 	0	0	1	4.3 	0	0	1	0	0	0	6.11 	14	14
5.30 	23.42 	0	0	0	3.8 	0	1	0	0	0	0	5.01 	6	6
5.80 	28.42 	1	1	1	3.7 	875	0	0	0	0	0	6.11 	14	9
5.08 	25.00 	0	0	0	3.1 	0	0	0	0	0	0	5.86 	14	12
5.01 	24.58 	1	1	0	3.2 	0	0	0	0	0	0	5.52 	12	12
5.81 	27.83 	1	1	1	3.1 	740	0	0	0	0	0	5.52 	9	9
5.01 	24.75 	0	0	0	3.3 	0	0	0	0	0	0	5.01 	9	12
5.44 	25.92 	0	0	1	3.9 	715	0	0	0	0	1	0.00 	16	12
5.39 	25.08 	1	1	0	3.4 	0	0	0	0	0	0	5.52 	12	9
4.91 	27.17 	1	1	1	3.9 	0	0	0	0	0	0	4.61 	12	12
5.30 	28.33 	1	1	0	3.8 	400	0	0	1	0	0	5.52 	9	9
5.30 	28.25 	1	1	0	3.9 	0	0	0	0	0	0	0.00 	12	12
5.01 	24.42 	0	0	0	3.2 	0	0	1	0	0	1	6.40 	12	6
5.14 	24.00 	1	1	0	4.1 	450	0	0	0	0	1	5.52 	12	12
5.58 	26.17 	0	0	1	3.8 	0	0	0	0	0	0	5.01 	12	12
6.11 	28.08 	1	1	1	3.0 	0	0	1	0	1	0	5.86 	12	9
5.19 	26.17 	1	1	0	4.3 	0	0	0	0	1	0	5.01 	9	9
5.25 	29.00 	1	1	1	3.9 	760	0	1	0	0	0	5.01 	12	12
5.52 	27.33 	1	0	1	3.5 	0	0	0	0	0	0	5.52 	12	12
5.33 	30.42 	1	1	0	3.5 	600	0	0	0	1	0	5.52 	12	9
5.70 	25.67 	0	0	0	4.0 	0	0	1	0	0	0	6.40 	20	16
4.94 	25.67 	0	0	0	3.7 	0	0	0	0	0	0	6.68 	12	12
5.08 	28.92 	1	1	0	3.8 	0	0	0	0	0	0	0.00 	6	12
5.67 	27.17 	1	1	1	3.5 	0	0	0	0	1	0	4.61 	20	16
5.30 	29.17 	1	1	0	3.0 	0	1	0	0	0	0	6.11 	12	9
5.48 	26.58 	1	1	1	3.4 	0	0	0	0	0	0	5.52 	12	9
5.30 	26.50 	1	1	1	3.4 	0	0	0	0	1	0	5.52 	12	12
5.86 	26.67 	0	0	1	3.9 	890	0	0	0	0	0	6.11 	12	12
5.30 	28.67 	1	1	0	4.5 	0	0	0	0	0	0	4.61 	0	0
5.16 	22.58 	0	0	0	3.8 	0	0	0	0	0	0	5.86 	12	12
5.01 	25.50 	0	0	0	3.7 	0	1	0	0	0	1	5.86 	16	12
5.67 	25.92 	0	0	1	3.6 	0	0	2	0	0	0	6.68 	16	16
5.01 	26.00 	1	1	0	3.7 	0	0	0	0	0	0	5.86 	12	12
5.52 	27.67 	0	0	1	3.2 	0	0	0	0	0	0	5.52 	6	6
5.52 	27.67 	1	1	1	3.3 	0	0	0	0	0	1	6.91 	16	12
5.01 	22.83 	0	0	0	3.9 	0	0	0	0	0	0	6.40 	9	9
5.01 	23.83 	0	0	1	3.9 	0	0	0	0	0	0	6.40 	12	14
5.25 	27.58 	1	1	0	4.0 	0	0	0	0	1	0	6.40 	12	9
5.30 	26.67 	1	0	0	3.8 	0	0	0	0	0	0	5.86 	16	20
5.14 	24.67 	0	0	1	4.3 	0	0	0	0	1	0	5.86 	12	12
5.44 	30.00 	1	1	0	3.7 	0	1	0	1	0	0	5.52 	12	12
5.01 	31.92 	0	0	1	3.0 	0	0	0	1	0	0	5.01 	6	6
4.79 	24.17 	0	0	0	3.9 	0	0	1	0	0	0	5.86 	6	12
5.70 	28.50 	1	0	0	3.3 	0	1	0	0	1	0	5.86 	12	12
5.30 	27.67 	1	1	0	2.8 	610	0	1	0	1	0	5.86 	6	9
5.86 	28.08 	1	1	1	3.8 	0	1	1	0	1	0	6.68 	16	12
5.48 	26.00 	1	1	0	3.8 	0	0	0	0	0	0	5.86 	12	9
5.08 	28.00 	1	1	1	3.3 	0	0	0	1	0	0	5.86 	12	12
5.80 	24.58 	0	0	1	4.1 	0	1	1	1	0	0	6.91 	16	12
5.81 	26.75 	1	1	0	3.8 	0	0	0	0	1	1	6.11 	16	16
6.21 	27.50 	1	1	1	3.5 	0	0	0	0	0	0	5.01 	16	16
4.83 	25.67 	0	0	0	3.5 	0	0	0	0	0	0	6.11 	12	12
5.30 	25.58 	1	1	0	3.5 	0	0	0	0	0	0	6.68 	20	12
5.19 	25.25 	0	0	1	3.3 	0	0	0	1	0	0	4.61 	12	12
5.70 	28.75 	1	1	0	4.3 	0	0	0	0	0	0	6.11 	16	12
5.35 	26.17 	0	0	1	3.3 	0	1	1	0	1	0	6.68 	9	9
5.38 	26.17 	1	1	1	3.5 	0	0	0	0	1	0	6.11 	12	12
4.94 	27.58 	0	0	0	4.3 	0	0	0	0	0	0	5.86 	20	20
5.39 	28.58 	1	1	0	4.0 	0	1	0	0	1	0	5.52 	9	9
5.39 	25.67 	0	0	1	4.3 	920	0	0	0	0	1	0.00 	16	12
5.25 	25.25 	0	0	1	4.2 	800	1	0	1	0	0	5.86 	9	9
6.11 	29.75 	1	1	1	3.0 	870	0	0	0	1	0	6.40 	16	16
5.30 	26.00 	0	0	1	4.0 	0	1	0	0	0	0	6.40 	12	12
5.46 	23.83 	0	0	0	4.2 	0	0	0	0	0	0	5.86 	9	9
5.60 	27.00 	1	1	0	3.0 	0	0	0	0	0	0	5.52 	12	12
5.08 	23.75 	1	1	0	4.1 	0	0	0	0	1	0	5.01 	9	6
5.70 	28.00 	1	1	0	3.0 	0	0	0	0	1	0	0.00 	6	6
5.30 	25.08 	0	0	0	4.2 	600	0	0	0	0	0	6.11 	20	16
5.19 	27.75 	1	1	0	3.7 	830	2	0	0	0	1	6.91 	12	12
5.25 	25.75 	0	0	1	3.8 	0	0	0	0	0	0	6.40 	12	14
5.30 	25.67 	0	0	1	3.8 	760	0	1	0	1	0	5.86 	12	12
5.25 	29.42 	1	0	0	3.2 	0	0	0	0	1	0	5.01 	16	16
5.70 	24.83 	0	0	1	3.9 	800	1	0	0	0	0	5.52 	12	9
5.70 	27.92 	1	1	1	3.9 	840	0	0	0	1	0	6.11 	12	12
5.30 	27.83 	1	1	1	3.3 	750	0	1	0	1	0	5.86 	12	12
5.80 	26.50 	0	0	1	4.1 	935	0	0	0	0	1	6.11 	20	12
5.08 	29.00 	1	0	0	4.0 	750	0	0	0	0	1	6.11 	6	6
5.60 	27.17 	1	1	0	4.0 	835	1	1	0	1	0	5.52 	14	12
5.86 	26.83 	1	1	0	3.9 	0	0	0	0	0	0	5.86 	16	12
5.30 	25.50 	1	1	0	3.1 	0	0	0	0	0	0	5.52 	12	9
5.21 	28.83 	1	1	1	4.1 	0	0	0	0	1	0	5.01 	16	12
5.58 	26.58 	1	1	0	3.5 	0	0	1	0	1	0	5.86 	12	12
5.11 	27.08 	0	0	1	3.8 	600	0	1	0	0	1	6.11 	16	12
5.78 	30.25 	1	1	1	3.0 	750	0	0	0	1	0	5.86 	16	12
5.70 	27.17 	1	1	0	4.3 	850	1	1	0	0	1	6.11 	12	12
5.14 	23.33 	0	0	1	3.8 	0	0	0	0	0	0	6.11 	16	20
5.05 	23.00 	0	0	1	4.0 	0	0	0	0	0	0	6.68 	9	9
5.08 	24.25 	0	0	1	4.1 	0	0	0	0	0	0	5.52 	6	6
5.81 	26.25 	1	1	0	3.5 	815	0	0	0	1	0	5.01 	12	20
5.01 	22.42 	0	0	1	3.9 	0	0	0	0	0	0	5.86 	12	12
5.34 	25.83 	0	0	1	3.5 	0	0	1	0	1	0	6.40 	16	16
5.52 	28.17 	1	1	1	3.9 	0	0	1	0	1	0	4.61 	16	14
5.30 	24.33 	0	0	0	4.1 	0	0	0	0	0	1	5.86 	12	9
5.52 	28.67 	1	0	0	3.5 	800	1	0	0	1	0	5.01 	9	9
5.27 	27.08 	1	1	0	3.8 	0	0	0	0	1	0	6.11 	12	12
5.52 	26.58 	0	0	1	3.6 	890	1	0	0	0	1	6.68 	16	16
6.21 	29.17 	1	1	0	3.9 	890	1	0	0	0	1	6.91 	16	12
5.60 	25.00 	0	0	0	3.4 	0	0	1	1	0	0	5.01 	16	12
6.48 	31.75 	1	1	1	3.2 	650	0	0	1	0	1	6.91 	16	16
5.08 	24.75 	0	0	0	4.1 	650	1	1	0	0	0	6.40 	14	12
5.14 	26.58 	1	0	0	3.0 	0	0	0	0	0	0	6.40 	16	16
5.30 	27.42 	0	0	1	3.8 	580	1	0	0	0	0	6.11 	12	12
5.01 	28.17 	1	1	1	3.6 	0	0	0	0	0	0	6.68 	12	12
5.74 	26.92 	1	1	1	3.7 	880	1	1	0	0	0	5.52 	12	12
6.02 	28.08 	1	1	0	3.8 	975	0	0	0	1	0	5.01 	6	6
4.79 	28.50 	1	1	0	3.8 	350	0	1	0	0	0	6.40 	12	12
5.30 	26.58 	1	1	1	4.0 	0	1	1	0	0	0	6.40 	16	12
5.30 	30.58 	1	1	1	3.9 	0	0	0	0	0	0	6.11 	16	16
5.30 	23.17 	0	0	0	4.5 	500	2	0	0	0	0	5.01 	12	12
5.35 	26.50 	0	0	1	4.0 	910	0	1	0	0	1	5.52 	16	16
5.70 	27.75 	1	1	1	4.1 	0	2	0	0	0	1	6.40 	16	16
5.01 	27.42 	0	0	0	3.0 	620	2	0	0	0	1	5.52 	12	9
5.39 	27.08 	0	0	1	3.2 	870	1	0	0	0	1	6.40 	14	12
5.35 	26.17 	0	0	1	3.5 	0	2	0	0	0	0	5.86 	16	12
5.01 	23.67 	0	0	0	3.8 	0	0	0	0	0	0	6.40 	16	16
5.30 	29.42 	0	0	1	3.2 	0	0	0	0	0	0	5.01 	16	12
5.01 	28.58 	1	1	0	3.6 	860	0	0	0	0	0	6.40 	12	12
4.87 	27.75 	1	1	1	3.0 	0	0	0	0	1	0	0.00 	16	12
4.87 	24.58 	0	0	0	3.8 	0	0	0	0	1	0	5.52 	9	6
5.99 	28.58 	1	1	1	3.5 	870	1	0	0	1	0	5.86 	12	12
4.94 	27.67 	1	1	0	2.8 	0	0	0	0	1	0	5.86 	16	14
4.79 	29.58 	0	0	0	3.6 	0	1	0	0	0	0	6.68 	12	9
5.19 	24.83 	1	1	0	4.0 	0	0	0	0	0	0	5.01 	12	12
5.70 	27.75 	1	1	0	2.8 	0	0	0	0	1	0	5.52 	9	12
5.01 	25.50 	1	1	0	4.1 	0	0	0	0	0	0	5.86 	9	9
5.99 	29.67 	1	1	1	3.5 	945	0	0	0	1	0	5.86 	14	12
5.01 	22.33 	0	0	1	4.0 	0	0	0	0	0	0	5.52 	6	6
5.01 	27.83 	1	1	1	3.7 	0	0	1	0	0	0	0.00 	12	16
5.63 	29.17 	1	1	1	4.0 	0	0	0	0	1	0	5.01 	6	9
5.76 	25.75 	0	0	1	3.7 	910	0	2	0	0	1	6.40 	20	16
5.30 	29.50 	0	0	0	4.0 	0	0	0	0	0	0	4.61 	12	12
5.44 	25.42 	0	0	0	3.9 	0	0	0	1	0	0	5.86 	14	12
5.08 	24.17 	0	0	1	4.0 	0	0	0	0	0	0	5.52 	12	9
5.39 	26.67 	1	1	0	4.2 	0	0	1	0	1	0	5.01 	6	6
5.19 	25.00 	1	1	0	4.0 	0	1	0	0	0	0	5.86 	9	12
5.52 	28.75 	1	1	1	3.8 	830	1	0	0	1	0	6.11 	12	12
5.11 	29.17 	1	1	1	3.7 	0	0	0	0	0	0	5.01 	0	0
5.44 	27.33 	0	0	1	3.2 	0	0	0	0	0	0	6.40 	20	12
5.93 	27.58 	0	0	1	4.3 	970	0	1	0	0	0	5.86 	16	16
6.21 	24.00 	1	1	0	4.2 	0	0	0	0	1	0	0.00 	6	6
